Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples
FBXO33,1,0,0,0,2,0,0,0,0,3,3,3
FBXO44,0,0,0,0,3,0,0,0,0,3,3,3
FBXO45,0,0,0,0,3,0,0,0,0,3,3,3
FBXO5,0,0,0,0,3,0,0,0,0,3,3,3
FBXO9,0,0,0,0,3,0,0,0,0,3,3,3
FCAMR,0,0,0,0,2,1,0,0,0,3,3,3
FCRLB,1,0,0,0,2,0,0,0,0,3,3,3
FDPS,0,0,0,0,3,0,0,0,0,3,3,3
FERMT1,0,0,0,0,3,0,0,0,0,3,3,3
FGF16,1,0,0,0,2,0,0,0,0,3,3,3
FGF19,0,0,0,0,3,0,0,0,0,3,3,3
FGF8,0,0,0,0,3,0,0,0,0,3,3,3
FGFR1,0,0,0,0,2,0,0,1,0,3,3,3
FGFR1OP,0,0,0,0,3,0,0,0,0,3,3,3
FHIT,0,0,0,0,3,0,0,0,0,3,3,3
FIGLA,0,0,0,0,3,0,0,0,0,3,3,3
FKBP14,0,0,0,0,3,0,0,0,0,3,3,3
FKTN,0,0,0,0,3,0,0,0,0,3,3,3
FLOT2,0,0,0,0,2,0,0,1,0,3,3,3
FLRT1,0,0,0,0,3,0,0,0,0,3,3,3
FLVCR1,0,0,0,0,3,0,0,0,0,3,3,3
FLVCR2,0,0,0,0,2,1,0,0,0,3,3,3
FNTB,0,0,0,0,2,0,0,1,0,3,3,3
FOLR2,0,0,0,0,3,0,0,0,0,3,3,3
FOSL1,0,0,0,0,3,0,0,0,0,3,3,3
FOXA1,1,0,0,0,2,0,0,0,0,3,3,3
FOXB1,0,0,0,0,3,0,0,0,0,3,3,3
FOXC1,0,0,0,0,3,0,0,0,0,3,3,3
FOXD4L3,0,0,0,0,3,0,0,0,0,3,3,3
FOXD4L6,0,0,0,0,3,0,0,0,0,3,3,3
FOXE1,0,0,0,0,3,0,0,0,0,3,3,3
FOXJ1,0,0,0,0,3,0,0,0,0,3,3,3
FOXL1,0,0,0,0,3,0,0,0,0,3,3,3
FOXL2,1,0,0,0,2,0,0,0,0,3,3,3
FOXL2NB,0,0,0,0,2,0,0,1,0,3,3,3
FOXN2,1,0,0,0,2,0,0,0,0,3,3,3
FOXO1,0,0,0,0,3,0,0,0,0,3,3,3
FOXO3,1,0,0,0,2,0,0,0,0,3,3,3
FPGS,0,0,0,0,3,0,0,0,0,3,3,3
FRG1B,0,0,0,0,3,0,0,0,0,3,3,3
FRRS1L,0,0,0,0,3,0,0,0,0,3,3,3
FRS3,2,0,0,0,1,0,0,0,0,3,3,3
FSHB,0,0,0,0,2,0,0,0,1,3,3,3
FSTL4,0,0,0,0,2,0,0,1,0,3,3,3
FTSJ2,0,0,0,0,3,0,0,0,0,3,3,3
FUCA2,0,0,0,0,2,1,0,0,0,3,3,3
FUT2,0,1,0,0,2,0,0,0,0,3,3,3
FXR2,0,0,0,0,1,0,0,2,0,3,3,3
FZD6,0,0,0,0,2,1,0,0,0,3,3,3
FZD7,0,0,0,0,3,0,0,0,0,3,3,3
G3BP2,0,0,0,0,3,0,0,0,0,3,3,3
GAL3ST4,0,0,0,0,3,0,0,0,0,3,3,3
GALM,0,0,0,0,3,0,0,0,0,3,3,3
GALNS,0,0,0,0,3,0,0,0,0,3,3,3
GALNT1,0,0,0,0,3,0,0,0,0,3,3,3
GALNT11,0,0,0,0,3,0,0,0,0,3,3,3
GALNT15,0,0,0,0,3,0,0,0,0,3,3,3
GALNT7,0,0,0,0,2,1,0,0,0,3,3,3
GALNT9,0,0,0,0,3,0,0,0,0,3,3,3
GALT,0,0,0,0,3,0,0,0,0,3,3,3
GAPDH,0,0,0,0,3,0,0,0,0,3,3,3
GARS,0,0,0,0,3,0,0,0,0,3,3,3
GATA4,0,0,0,0,3,0,0,0,0,3,3,3
GATA5,0,0,0,1,2,0,0,0,0,3,3,3
GATAD2A,0,0,0,0,3,0,0,0,0,3,3,3
GATM,0,0,0,0,3,0,0,0,0,3,3,3
GBA2,0,0,0,0,3,0,0,0,0,3,3,3
GBGT1,0,0,0,0,3,0,0,0,0,3,3,3
GBP7,0,0,0,0,3,0,0,0,0,3,3,3
GCM2,0,0,0,0,3,0,0,0,0,3,3,3
GDAP1,0,0,0,0,2,0,0,1,0,3,3,3
GFRA3,0,0,0,0,2,1,0,0,0,3,3,3
GH1,0,0,0,0,3,0,0,0,0,3,3,3
GHDC,0,0,0,0,3,0,0,0,0,3,3,3
GINS3,0,0,0,0,3,0,0,0,0,3,3,3
GIPC1,0,0,0,0,3,0,0,0,0,3,3,3
GIT1,1,0,0,0,2,0,0,0,0,3,3,3
GJB4,0,0,0,0,3,0,0,0,0,3,3,3
GJB5,0,0,0,0,2,1,0,0,0,3,3,3
GJD4,0,0,0,0,3,0,0,0,0,3,3,3
GLIPR1L1,0,0,0,0,2,1,0,0,0,3,3,3
GLS2,0,0,0,0,2,1,0,0,0,3,3,3
GLT8D2,0,0,0,0,3,0,0,0,0,3,3,3
GLUL,0,0,0,0,3,0,0,0,0,3,3,3
GMEB1,0,0,0,0,3,0,0,0,0,3,3,3
GMEB2,0,0,0,0,3,0,0,0,0,3,3,3
GMFG,0,0,0,0,3,0,0,0,0,3,3,3
GNA13,0,0,0,0,3,0,0,0,0,3,3,3
GNA15,0,0,0,0,3,0,0,0,0,3,3,3
GNAT1,0,0,0,0,3,0,0,0,0,3,3,3
GNAT3,0,0,0,0,3,0,0,0,0,3,3,3
GNB1L,0,0,0,0,3,0,0,0,0,3,3,3
GNB3,0,0,0,0,2,0,0,1,0,3,3,3
GNG11,0,0,0,0,3,0,0,0,0,3,3,3
GNS,0,0,0,0,3,0,0,0,0,3,3,3
GOLGA2,0,1,0,0,2,0,0,0,0,3,3,3
GOLT1B,0,0,0,0,3,0,0,0,0,3,3,3
GOPC,0,0,0,0,3,0,0,0,0,3,3,3
GP1BA,0,0,0,0,3,0,0,0,0,3,3,3
GPATCH2L,0,0,0,0,2,1,0,0,0,3,3,3
GPATCH4,0,0,0,0,3,0,0,0,0,3,3,3
GPBP1,0,0,0,0,3,0,0,0,0,3,3,3
GPC1,1,0,0,0,2,0,0,0,0,3,3,3
GPD1L,0,0,0,0,3,0,0,0,0,3,3,3
GPR1,0,0,0,0,3,0,0,0,0,3,3,3
GPR101,1,0,0,0,2,0,0,0,0,3,3,3
GPR107,0,0,0,0,3,0,0,0,0,3,3,3
GPR108,0,0,0,0,2,1,0,0,0,3,3,3
GPR132,1,0,0,0,1,1,0,0,0,3,3,3
GPR143,0,0,0,0,3,0,0,0,0,3,3,3
GPR153,0,0,0,0,3,0,0,0,0,3,3,3
GPR161,0,0,0,0,3,0,0,0,0,3,3,3
GPR18,0,0,0,1,1,0,0,0,1,3,3,3
GPR180,0,0,0,0,3,0,0,0,0,3,3,3
GPR22,1,0,0,0,1,1,0,0,0,3,3,3
GPR34,0,0,0,0,3,0,0,0,0,3,3,3
GPRC5A,0,0,0,0,3,0,0,0,0,3,3,3
GPRC5B,0,0,0,0,3,0,0,0,0,3,3,3
GPSM1,0,0,0,0,3,0,0,0,0,3,3,3
GRAP2,0,0,0,0,3,0,0,0,0,3,3,3
GREM1,0,0,0,0,3,0,0,0,0,3,3,3
GRHL2,0,0,0,0,3,0,0,0,0,3,3,3
GRHPR,0,0,0,0,2,1,0,0,0,3,3,3
GRPEL2,0,0,0,0,3,0,0,0,0,3,3,3
GRTP1,0,0,0,0,3,0,0,0,0,3,3,3
GSDMD,0,0,0,0,2,1,0,0,0,3,3,3
GSG2,0,0,0,0,2,1,0,0,0,3,3,3
GSK3A,0,0,0,1,2,0,0,0,0,3,3,3
GSN,0,0,0,0,3,0,0,0,0,3,3,3
GSS,0,0,0,0,3,0,0,0,0,3,3,3
GSTM5,0,0,0,0,2,0,0,0,1,3,3,3
GSTZ1,0,0,0,0,3,0,0,0,0,3,3,3
GSX1,0,0,0,0,3,0,0,0,0,3,3,3
GTF2E1,0,0,0,0,3,0,0,0,0,3,3,3
GTF2F1,0,0,0,0,3,0,0,0,0,3,3,3
GUCY2D,0,0,0,0,3,0,0,0,0,3,3,3
GUF1,2,0,0,0,1,0,0,0,0,3,3,3
GUK1,0,0,0,0,2,0,0,1,0,3,3,3
GYG1,0,0,0,0,3,0,0,0,0,3,3,3
GZMA,0,0,0,0,3,0,0,0,0,3,3,3
GZMH,0,0,0,0,3,0,0,0,0,3,3,3
H2AFY,0,0,0,0,3,0,0,0,0,3,3,3
H3F3A,0,0,0,0,1,2,0,0,0,3,3,3
HABP2,0,0,0,0,2,1,0,0,0,3,3,3
HAPLN3,0,0,0,0,3,0,0,0,0,3,3,3
HARS,0,0,0,0,3,0,0,0,0,3,3,3
HAS3,0,0,0,0,3,0,0,0,0,3,3,3
HBP1,0,0,0,0,3,0,0,0,0,3,3,3
HDAC1,0,0,0,0,3,0,0,0,0,3,3,3
HDHD1,0,0,0,0,3,0,0,0,0,3,3,3
HECTD2,0,0,0,0,1,1,0,1,0,3,3,3
HECTD3,0,0,0,0,3,0,0,0,0,3,3,3
HES1,0,0,0,0,3,0,0,0,0,3,3,3
HEXDC,0,0,0,0,3,0,0,0,0,3,3,3
HFE,0,0,0,0,3,0,0,0,0,3,3,3
HHATL,0,0,0,0,3,0,0,0,0,3,3,3
HIBADH,0,0,0,0,3,0,0,0,0,3,3,3
HIBCH,0,1,0,0,2,0,0,0,0,3,3,3
HIGD1B,0,0,0,0,1,0,0,1,1,3,3,3
HIST1H1B,0,0,0,0,3,0,0,0,0,3,3,3
HIST1H1E,0,0,0,0,1,2,0,0,0,3,3,3
HIST1H2AB,0,0,0,0,3,0,0,0,0,3,3,3
HIST1H2AD,0,0,0,0,2,1,0,0,0,3,3,3
HIST1H2AH,0,0,0,0,2,0,0,0,1,3,3,3
HIST1H2AJ,0,0,0,0,2,0,0,0,1,3,3,3
HIST1H2BD,0,0,0,0,3,0,0,0,0,3,3,3
HIST1H2BI,0,0,0,0,3,0,0,0,0,3,3,3
HIST1H3A,0,0,0,0,3,0,0,0,0,3,3,3
HIST1H3G,1,0,0,0,1,1,0,0,0,3,3,3
HIST1H3I,0,0,0,0,3,0,0,0,0,3,3,3
HIST1H4I,0,0,0,0,3,0,0,0,0,3,3,3
HIST2H2AC,0,0,0,0,2,1,0,0,0,3,3,3
HIST3H2A,0,0,0,0,3,0,0,0,0,3,3,3
HLA-E,1,0,0,0,2,0,0,0,0,3,3,3
HN1L,0,0,0,0,3,0,0,0,0,3,3,3
HNF1B,0,0,0,0,3,0,0,0,0,3,3,3
HNRNPA0,0,0,0,0,3,0,0,0,0,3,3,3
HNRNPD,1,0,0,0,1,1,0,0,0,3,3,3
HNRNPM,0,0,0,0,3,0,0,0,0,3,3,3
HNRNPR,0,0,0,0,3,0,0,0,0,3,3,3
HOGA1,0,0,0,0,2,0,0,1,0,3,3,3
HOMER2,0,0,0,0,3,0,0,0,0,3,3,3
HOMER3,0,0,0,0,2,1,0,0,0,3,3,3
HORMAD1,0,0,0,0,3,0,0,0,0,3,3,3
HOXA2,0,0,0,0,2,1,0,0,0,3,3,3
HOXA5,1,0,0,0,2,0,0,0,0,3,3,3
HOXA7,0,0,0,0,3,0,0,0,0,3,3,3
HOXB4,0,0,0,0,3,0,0,0,0,3,3,3
HOXB6,0,0,0,0,3,0,0,0,0,3,3,3
HOXC11,1,0,0,0,2,0,0,0,0,3,3,3
HOXC12,0,0,0,0,3,0,0,0,0,3,3,3
HOXC13,0,0,0,0,3,0,0,0,0,3,3,3
HOXC6,0,0,0,0,3,0,0,0,0,3,3,3
HOXD13,0,1,0,0,2,0,0,0,0,3,3,3
HPRT1,0,0,0,0,3,0,0,0,0,3,3,3
HPS1,0,0,0,0,3,0,0,0,0,3,3,3
HPS6,0,0,0,0,2,1,0,0,0,3,3,3
HPSE,0,0,0,0,3,0,0,0,0,3,3,3
HRASLS,0,0,0,0,3,0,0,0,0,3,3,3
HSCB,0,0,0,0,3,0,0,0,0,3,3,3
HSD11B1,0,0,0,0,3,0,0,0,0,3,3,3
HSD17B11,0,0,0,0,2,0,0,1,0,3,3,3
HSD17B13,0,0,0,0,3,0,0,0,0,3,3,3
HSD17B14,1,0,0,0,2,0,0,0,0,3,3,3
HSD17B7,0,0,0,0,3,0,0,0,0,3,3,3
HSDL2,2,0,0,0,1,0,0,0,0,3,3,3
HSFX2,0,0,0,0,3,0,0,0,0,3,3,3
HSPA14,0,0,0,0,2,1,0,0,0,3,3,3
HSPB9,0,0,0,0,3,0,0,0,0,3,3,3
HSPBAP1,0,0,0,0,2,1,0,0,0,3,3,3
HSPBP1,1,0,0,0,2,0,0,0,0,3,3,3
HSPD1,0,0,0,0,3,0,0,0,0,3,3,3
HSPH1,0,0,0,0,3,0,0,0,0,3,3,3
HTATIP2,0,0,0,0,3,0,0,0,0,3,3,3
HTR1D,0,0,0,0,3,0,0,0,0,3,3,3
HTRA1,0,0,0,0,3,0,0,0,0,3,3,3
HYAL3,0,0,0,0,3,0,0,0,0,3,3,3
HYKK,0,0,0,0,3,0,0,0,0,3,3,3
ICA1L,0,0,0,0,3,0,0,0,0,3,3,3
ICAM3,0,0,0,0,3,0,0,0,0,3,3,3
IDE,1,0,0,1,1,0,0,0,0,3,3,3
IDH3A,1,0,0,0,2,0,0,0,0,3,3,3
IFIT1B,0,0,0,0,3,0,0,0,0,3,3,3
IFIT3,0,0,0,0,2,1,0,0,0,3,3,3
IFNA13,0,0,0,0,3,0,0,0,0,3,3,3
IFNA14,0,0,0,0,3,0,0,0,0,3,3,3
IFNA17,0,0,0,0,3,0,0,0,0,3,3,3
IFNA4,0,0,0,0,3,0,0,0,0,3,3,3
IFNA5,0,0,0,0,3,0,0,0,0,3,3,3
IFNAR2,0,0,0,0,3,0,0,0,0,3,3,3
IFNW1,0,1,0,0,1,1,0,0,0,3,3,3
IFRD1,0,0,0,0,2,1,0,0,0,3,3,3
IGFBP1,0,0,0,0,3,0,0,0,0,3,3,3
IGHV1-2,0,0,0,0,3,0,0,0,0,3,3,3
IGHV1-24,0,0,0,0,2,1,0,0,0,3,3,3
IGHV3-13,0,0,0,0,3,0,0,0,0,3,3,3
IGHV3-64,1,0,0,0,2,0,0,0,0,3,3,3
IGHV3-66,0,0,0,0,2,1,0,0,0,3,3,3
IGHV3-74,1,0,0,0,2,0,0,0,0,3,3,3
IGHV3OR16-8,1,0,0,0,2,0,0,0,0,3,3,3
IGHV4-28,0,0,0,0,3,0,0,0,0,3,3,3
IGHV4-59,0,0,0,0,3,0,0,0,0,3,3,3
IGJ,0,0,0,0,3,0,0,0,0,3,3,3
IGKV1D-12,0,0,0,0,2,1,0,0,0,3,3,3
IGKV2-28,0,0,0,0,1,0,0,1,1,3,3,3
IGKV3D-7,0,0,0,0,3,0,0,0,0,3,3,3
IGLC7,0,0,0,0,3,0,0,0,0,3,3,3
IGLL1,0,0,0,0,3,0,0,0,0,3,3,3
IGLON5,0,0,0,0,3,0,0,0,0,3,3,3
IGLV2-14,0,0,0,0,2,1,0,0,0,3,3,3
IGLV2-8,0,0,0,0,3,0,0,0,0,3,3,3
IGLV3-19,0,0,0,0,2,1,0,0,0,3,3,3
IGLV8-61,0,0,0,0,3,0,0,0,0,3,3,3
IGSF6,0,0,0,0,3,0,0,0,0,3,3,3
IL12A,0,0,0,0,2,0,0,1,0,3,3,3
IL13RA2,0,0,0,0,2,1,0,0,0,3,3,3
IL17RE,0,0,0,0,3,0,0,0,0,3,3,3
IL18R1,0,0,0,0,2,1,0,0,0,3,3,3
IL1B,0,0,0,0,3,0,0,0,0,3,3,3
IL1R2,0,0,0,0,3,0,0,0,0,3,3,3
IL20RA,0,0,0,0,2,1,0,0,0,3,3,3
IL20RB,0,0,0,0,3,0,0,0,0,3,3,3
IL21,0,0,0,0,3,0,0,0,0,3,3,3
IL22,0,0,0,0,3,0,0,0,0,3,3,3
IL25,0,0,0,0,3,0,0,0,0,3,3,3
IL26,0,0,0,0,3,0,0,0,0,3,3,3
IL6,0,0,0,0,3,0,0,0,0,3,3,3
IMPDH2,0,0,0,0,2,1,0,0,0,3,3,3
INA,0,0,0,0,2,1,0,0,0,3,3,3
ING1,0,0,0,0,3,0,0,0,0,3,3,3
INO80B,0,0,0,0,2,1,0,0,0,3,3,3
INPP1,1,0,0,0,2,0,0,0,0,3,3,3
INPP5K,0,0,0,0,2,1,0,0,0,3,3,3
INSIG1,0,0,0,0,3,0,0,0,0,3,3,3
INSL4,0,0,0,0,3,0,0,0,0,3,3,3
INSL6,0,0,0,0,3,0,0,0,0,3,3,3
INSM2,0,0,0,0,3,0,0,0,0,3,3,3
IPO4,0,0,0,0,3,0,0,0,0,3,3,3
IQCC,0,0,0,0,3,0,0,0,0,3,3,3
IQCJ,0,0,0,0,2,0,0,1,0,3,3,3
IRF1,0,0,0,0,3,0,0,0,0,3,3,3
IRS2,0,0,0,0,3,0,0,0,0,3,3,3
IRX4,0,0,0,0,3,0,0,0,0,3,3,3
ISL2,0,0,0,0,3,0,0,0,0,3,3,3
ISLR,0,0,0,0,3,0,0,0,0,3,3,3
ISM1,0,1,0,0,2,0,0,0,0,3,3,3
ISPD,1,0,0,0,2,0,0,0,0,3,3,3
ITPKA,0,0,0,0,3,0,0,0,0,3,3,3
IZUMO1R,0,0,0,0,3,0,0,0,0,3,3,3
IZUMO4,0,0,0,0,1,0,0,2,0,3,3,3
JAGN1,0,0,0,0,3,0,0,0,0,3,3,3
JAM2,0,0,0,0,3,0,0,0,0,3,3,3
JKAMP,0,0,0,0,3,0,0,0,0,3,3,3
JUN,0,0,0,0,3,0,0,0,0,3,3,3
JUNB,0,0,0,0,3,0,0,0,0,3,3,3
JUND,1,0,0,0,2,0,0,0,0,3,3,3
KAT5,1,0,1,0,1,0,0,0,0,3,3,3
KBTBD2,0,0,0,0,3,0,0,0,0,3,3,3
KBTBD8,0,0,0,0,2,1,0,0,0,3,3,3
KCNE3,0,0,0,0,3,0,0,0,0,3,3,3
KCNJ14,0,0,1,0,2,0,0,0,0,3,3,3
KCNJ9,0,0,0,0,3,0,0,0,0,3,3,3
KCNMB1,0,0,0,0,3,0,0,0,0,3,3,3
KCNMB4,0,0,0,0,3,0,0,0,0,3,3,3
KCNRG,0,0,0,0,2,1,0,0,0,3,3,3
KCNS1,0,0,0,0,2,1,0,0,0,3,3,3
KCNV2,0,0,0,0,2,1,0,0,0,3,3,3
KCTD1,1,0,0,0,2,0,0,0,0,3,3,3
KCTD7,0,0,0,0,3,0,0,0,0,3,3,3
KCTD9,0,0,0,0,3,0,0,0,0,3,3,3
KDF1,1,0,0,0,0,2,0,0,0,3,3,3
KDM8,0,0,0,0,3,0,0,0,0,3,3,3
KIAA0753,0,0,0,0,2,1,0,0,0,3,3,3
KIAA1211L,0,0,0,0,3,0,0,0,0,3,3,3
KIAA1324,0,0,0,0,3,0,0,0,0,3,3,3
KIAA1328,0,0,0,0,2,1,0,0,0,3,3,3
KIF12,0,0,0,0,3,0,0,0,0,3,3,3
KIF20A,0,0,0,0,2,1,0,0,0,3,3,3
KIN,0,0,0,0,3,0,0,0,0,3,3,3
KIR2DS4,0,0,0,0,2,1,0,0,0,3,3,3
KLC1,0,0,1,0,2,0,0,0,0,3,3,3
KLF17,1,0,0,0,2,0,0,0,0,3,3,3
KLF9,0,0,0,0,3,0,0,0,0,3,3,3
KLHL13,0,0,0,0,3,0,0,0,0,3,3,3
KLHL26,0,0,0,0,3,0,0,0,0,3,3,3
KLK13,0,0,0,0,3,0,0,0,0,3,3,3
KLK4,0,0,0,0,2,1,0,0,0,3,3,3
KLK8,0,0,0,0,3,0,0,0,0,3,3,3
KLK9,0,0,0,0,2,1,0,0,0,3,3,3
KLRC2,0,0,0,0,2,1,0,0,0,3,3,3
KLRC3,0,0,0,0,3,0,0,0,0,3,3,3
KNSTRN,0,0,0,0,3,0,0,0,0,3,3,3
KPNA2,0,0,0,0,1,2,0,0,0,3,3,3
KPTN,0,0,0,0,3,0,0,0,0,3,3,3
KRCC1,0,0,0,0,2,1,0,0,0,3,3,3
KRT14,0,0,0,0,3,0,0,0,0,3,3,3
KRT32,0,0,0,0,2,0,0,1,0,3,3,3
KRT33B,0,1,0,0,2,0,0,0,0,3,3,3
KRT35,0,0,0,0,2,0,0,1,0,3,3,3
KRT81,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP1-3,0,0,0,0,2,1,0,0,0,3,3,3
KRTAP12-4,0,0,0,0,2,1,0,0,0,3,3,3
KRTAP15-1,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP19-5,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP19-8,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP21-2,0,0,0,0,2,1,0,0,0,3,3,3
KRTAP4-2,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP4-6,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP5-3,0,0,0,0,2,0,0,0,1,3,3,3
KRTAP5-5,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP6-1,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP9-4,0,0,0,0,2,1,0,0,0,3,3,3
KRTAP9-8,0,0,0,0,3,0,0,0,0,3,3,3
KRTAP9-9,0,0,0,0,3,0,0,0,0,3,3,3
L3MBTL2,0,0,0,0,3,0,0,0,0,3,3,3
LAG3,0,0,0,0,2,1,0,0,0,3,3,3
LARP4,0,0,0,0,3,0,0,0,0,3,3,3
LARP6,0,0,0,0,2,1,0,0,0,3,3,3
LARS2,0,0,0,0,3,0,0,0,0,3,3,3
LBR,0,0,0,0,3,0,0,0,0,3,3,3
LCE1A,0,0,0,0,3,0,0,0,0,3,3,3
LCE1D,0,0,0,0,3,0,0,0,0,3,3,3
LCE1E,0,0,0,0,3,0,0,0,0,3,3,3
LCE1F,0,0,0,0,3,0,0,0,0,3,3,3
LCE3A,0,0,1,0,2,0,0,0,0,3,3,3
LCE4A,0,0,0,0,3,0,0,0,0,3,3,3
LCN1,0,0,0,0,2,0,0,1,0,3,3,3
LCN9,1,0,0,0,2,0,0,0,0,3,3,3
LDHAL6A,0,0,0,1,2,0,0,0,0,3,3,3
LDHB,0,0,0,0,3,0,0,0,0,3,3,3
LDLRAP1,1,0,0,0,2,0,0,0,0,3,3,3
LEFTY1,0,0,0,0,3,0,0,0,0,3,3,3
LEP,0,0,0,0,3,0,0,0,0,3,3,3
LFNG,0,0,0,0,2,0,0,1,0,3,3,3
LGALS13,0,0,0,0,3,0,0,0,0,3,3,3
LGALS9C,0,0,0,0,2,0,0,1,0,3,3,3
LGI4,0,0,0,0,3,0,0,0,0,3,3,3
LHFP,0,0,0,0,3,0,0,0,0,3,3,3
LHX2,0,0,1,0,2,0,0,0,0,3,3,3
LIN28A,0,0,0,0,3,0,0,0,0,3,3,3
LIN7B,0,0,0,0,3,0,0,0,0,3,3,3
LINGO3,0,0,0,0,3,0,0,0,0,3,3,3
LIPC,1,0,0,0,2,0,0,0,0,3,3,3
LIX1L,0,0,0,0,3,0,0,0,0,3,3,3
LLGL1,0,0,0,0,3,0,0,0,0,3,3,3
LMF2,0,0,0,0,2,1,0,0,0,3,3,3
LMNA,0,0,0,0,3,0,0,0,0,3,3,3
LNX2,0,0,0,0,3,0,0,0,0,3,3,3
LOXL1,1,0,0,0,2,0,0,0,0,3,3,3
LOXL2,0,0,0,0,2,1,0,0,0,3,3,3
LOXL3,0,0,0,0,3,0,0,0,0,3,3,3
LPIN3,0,0,0,0,2,0,0,1,0,3,3,3
LRFN3,0,0,0,0,3,0,0,0,0,3,3,3
LRIG1,0,0,0,0,3,0,0,0,0,3,3,3
LRRC1,0,0,0,0,3,0,0,0,0,3,3,3
LRRC10,0,0,0,0,3,0,0,0,0,3,3,3
LRRC3,0,0,0,0,3,0,0,0,0,3,3,3
LRRC42,0,0,0,0,2,1,0,0,0,3,3,3
LRRC47,0,0,0,0,3,0,0,0,0,3,3,3
LRRC75B,0,0,0,0,3,0,0,0,0,3,3,3
LRRC8C,0,0,0,0,3,0,0,0,0,3,3,3
LRRTM2,0,0,0,0,3,0,0,0,0,3,3,3
LRTM1,0,0,0,0,3,0,0,0,0,3,3,3
LSM1,0,0,0,0,3,0,0,0,0,3,3,3
LSM14B,0,0,0,0,2,0,0,1,0,3,3,3
LTA,0,0,0,0,3,0,0,0,0,3,3,3
LY6G6C,0,0,0,0,3,0,0,0,0,3,3,3
LYZL2,0,0,0,0,3,0,0,0,0,3,3,3
LYZL4,0,1,0,0,2,0,0,0,0,3,3,3
LYZL6,0,0,0,0,3,0,0,0,0,3,3,3
LZTS2,0,0,0,0,3,0,0,0,0,3,3,3
LZTS3,0,0,0,0,3,0,0,0,0,3,3,3
MAB21L2,0,0,0,0,3,0,0,0,0,3,3,3
MAB21L3,0,0,0,0,3,0,0,0,0,3,3,3
MACROD1,0,0,0,0,3,0,0,0,0,3,3,3
MAGIX,0,0,0,0,3,0,0,0,0,3,3,3
MAMDC2,0,1,0,0,2,0,0,0,0,3,3,3
MAML3,0,0,0,0,3,0,0,0,0,3,3,3
MAN2B1,0,0,0,0,2,1,0,0,0,3,3,3
MANF,0,0,0,0,3,0,0,0,0,3,3,3
MAP1LC3B2,0,0,0,0,1,1,0,0,1,3,3,3
MAP2K4,1,0,0,0,1,1,0,0,0,3,3,3
MAP2K5,0,0,0,0,2,0,0,1,0,3,3,3
MAP2K6,0,0,0,0,2,1,0,0,0,3,3,3
MAP4K2,0,0,0,0,3,0,0,0,0,3,3,3
MAPK14,1,0,0,0,1,0,0,1,0,3,3,3
MAPK8IP2,1,0,0,0,1,0,0,1,0,3,3,3
MARCH7,0,0,0,0,3,0,0,0,0,3,3,3
MARCH8,0,0,0,0,2,1,0,0,0,3,3,3
MASP2,0,0,0,0,3,0,0,0,0,3,3,3
MATN3,0,0,0,0,3,0,0,0,0,3,3,3
MBD4,0,0,0,0,3,0,0,0,0,3,3,3
MBNL2,0,0,0,0,3,0,0,0,0,3,3,3
MC1R,0,0,1,0,2,0,0,0,0,3,3,3
MCM3,0,0,0,0,2,1,0,0,0,3,3,3
MCM9,0,0,0,0,3,0,0,0,0,3,3,3
MCTP2,0,0,0,0,3,0,0,0,0,3,3,3
MCUR1,0,0,0,0,2,1,0,0,0,3,3,3
MED21,0,0,0,0,2,0,0,1,0,3,3,3
MED8,0,0,0,0,3,0,0,0,0,3,3,3
MEF2B,0,0,0,0,2,0,0,1,0,3,3,3
MEN1,0,0,0,0,3,0,0,0,0,3,3,3
MESP2,0,0,0,0,3,0,0,0,0,3,3,3
METAP2,1,0,0,0,2,0,0,0,0,3,3,3
METTL12,0,0,0,0,2,1,0,0,0,3,3,3
METTL18,0,0,0,0,3,0,0,0,0,3,3,3
METTL22,0,0,0,0,3,0,0,0,0,3,3,3
METTL8,0,0,0,0,2,0,0,1,0,3,3,3
MFN2,0,0,0,0,2,1,0,0,0,3,3,3
MFSD11,1,0,0,0,1,0,0,1,0,3,3,3
MFSD2A,0,0,0,0,3,0,0,0,0,3,3,3
MFSD4,0,0,0,0,3,0,0,0,0,3,3,3
MGAT1,0,0,0,0,3,0,0,0,0,3,3,3
MICALL2,0,0,0,0,2,0,0,1,0,3,3,3
MICU1,0,0,0,0,3,0,0,0,0,3,3,3
MIEN1,0,0,0,0,3,0,0,0,0,3,3,3
MIER2,0,0,0,0,3,0,0,0,0,3,3,3
MIIP,0,0,0,0,3,0,0,0,0,3,3,3
MKL2,0,0,0,0,3,0,0,0,0,3,3,3
MKS1,0,0,0,0,3,0,0,0,0,3,3,3
MLEC,0,0,0,0,3,0,0,0,0,3,3,3
MLLT1,0,0,0,0,3,0,0,0,0,3,3,3
